,titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
52,Bibliothèque de Saint-Michel,https://montreal.ca/lieux/bibliotheque-de-saint-michel,"Modification à l’horaire dès le 8 novembre 2023 en raison de travauxL’accès à la bibliothèque se fera par l’arrière du bâtiment dans les prochaines semaines. La chute à livres ne sera pas accessible.La bibliothèque de Saint-Michel a développé au fil des ans des collections et des services à l’écoute des jeunes lecteurs. Elle leur propose notamment des milliers de bandes dessinées, des centaines de mangas et des activités sur mesure pour eux. Elle offre en outre du soutien aux garderies et aux centres de la petite enfance en leur offrant des heures du conte.Pour nous contacterAdultes : 514 872-3899Jeunes : 514 872-4250",2019-08-21,2024-01-04,Villeray–Saint-Michel–Parc-Extension,Culturels et communautaires,Bibliothèque,,,,Culture et sports,Ouvert," Heures d'ouverture [Lundi, ouverture:13:00, fermeture:18:00,Mardi, ouverture:13:00, fermeture:20:00,Mercredi, ouverture:13:00, fermeture:20:00,Jeudi, ouverture:13:00, fermeture:18:00,Vendredi, ouverture:13:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:11:00, fermeture:17:00]",Horaire temporaire (travaux en cours),,,numéro: 5148723899,,Bibliothèque de Saint-Michel,"7601, rue François-Perrault",,H2A3L6,Montréal,-73.601328,45.562168,296889.9,5046922.4
53,Bibliothèque de Saint-Léonard,https://montreal.ca/lieux/bibliotheque-de-saint-leonard,"La première bibliothèque de Saint-Léonard est inaugurée en 1966 sur la rue Jarry, dans une maison très modeste. En 1974, le nouvel hôtel de ville et la bibliothèque actuelle sont construits côte à côte, sur le boulevard Lacordaire. Agrandie en 1984, la bibliothèque se modernise au fil des années et abrite aujourd’hui la splendide Galerie Port-Maurice.Vous trouverez également de nombreux renseignements sur la bibliothèque et les services sur la page Facebook de la bibliothèque de Saint-Léonard.",2019-08-21,2024-01-18,Saint-Léonard,Culturels et communautaires,Bibliothèque,,"Air climatisé,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit","Ascenseur,Entrée de plain-pied",Culture et sports,Ouvert," Horaire [Lundi, ouverture:13:00, fermeture:20:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","La bibliothèque sera fermée les jours fériés suivants en 2024 : 31 mars, 1er avril, 20 mai, 24 juin, 1er juillet, 2 septembre, 14 octobre, du 24 au 26 décembre et du 31 décembre au 2 janvier 2025.",,,numéro: 5143288500,,Bibliothèque de Saint-Léonard,"8420, boulevard Lacordaire",,H1R3G5,Montréal,-73.598376,45.58577,297123.6,5049545.1
54,Bibliothèque de Rivière-des-Prairies,https://montreal.ca/lieux/bibliotheque-de-riviere-des-prairies,"Que ce soit pour bouquiner, participer à une activité ou obtenir de l’aide dans vos recherches, le personnel de la bibliothèque est là pour vous aider!Les deux bibliothèques de Rivière-des-Prairies–Pointe-aux-Trembles font partie du vaste réseau des bibliothèques de Montréal auxquelles les membres ont accès! Vous pourrez ainsi profiter des avantages d’avoir une collection commune, des activités de proximité, et bien plus encore!Catalogue NelliganLe catalogue Nelligan répertorie tous les documents et ressources des bibliothèques. On peut y avoir accès à partir d’un poste informatique installé en bibliothèque, d’un ordinateur personnel, d’une tablette ou d’un téléphone intelligent.Suggestion d’achat. Vous aimeriez que la bibliothèque fasse l’acquisition d’un document? Remplissez le formulaire disponible sur le catalogue Nelligan pour compléter votre demande. Suggestion de lecture. En panne de lecture? Le catalogue Nelligan vous propose des suggestions de lecture thématiques, pour les petits et les grands!Ressources en ligneL’offre numérique des bibliothèques est riche, facilement accessible et gratuite. Livres, journaux du monde entier et cours en ligne : il existe des centaines d’options dans plusieurs langues!Découvrez la bibliothèque numériqueVous avez besoin d’informations sur le fonctionnement du prêt de livres numériques et audio? Votre liseuse fait des siennes? L’équipe de la bibliothèque est disponible pour vous aider à installer, configurer et emprunter des livres numériques et audio, que ce soit sur le web, une tablette ou une liseuse.Il suffit de nous appeler au 514 872-9425 pour de l’aide à distance ou de passer nous voir en bibliothèque. Au besoin, un rendez-vous avec une ou un bibliothécaire ou employé de la bibliothèque pourra être pris pour répondre à toutes vos questions.Services et prêts courantsUn service d’aide aux lecteurs et lectrices pour vous aider dans vos recherches d’informationLe prêt de livres, de films, de jeux de société, de jeux vidéos et de revuesL’accès à des postes informatiquesL’accès à un numériseur, photocopieur et imprimante (noir et blanc; 0,10 $ la copie) Le programme Une naissance, un livreLe club de lecture d’été TD, qui permet aux enfants de 0 à 13 ans de développer leurs compétences de lecture pendant la période estivale. Plus de détails en bibliothèque!Un coin des tout-petits et une aire de jeux pour les enfantsDes espaces de lecture et de travailUn WiFi gratuitL’accueil des classes scolaires et des garderies, incluant au besoin une visite guidée de la bibliothèqueDes vélos-pupitres pour aider les enfants à mieux se concentrer pendant la lectureLe prêt à domicileLe prêt entre bibliothèquesServices et prêts spéciaux à découvrirLe prêt de semences grâce à notre jardinothèque Le prêt d’instruments de musiqueLe prêt de laissez-passer pour des musées montréalais Le prêt de lecteur MP3, qui contiennent divers balados pour les enfants et les adultesLe prêt de trousses thématiques pour les enfants Le prêt de trousses thématiques pour les adultesLe prêt de trousses sensorielles pour les enfants à besoins particuliersLe prêt de matériel spécialisé pour les enfants à besoins particuliers, tel que des casques anti-bruit, des coussins ergonomiques, et des peluches lourdes ManimoLe prêt de lots de livres, sur une thématique ou pour un groupe d’âge, pouvant être empruntée par le personnel enseignant, les éducatrices à l’enfance et des personnes représentantes d’organismesUne collection multilingue pour les enfants et les adultes, qui comprend des livres en espagnol, en arabe, en créole haïtien et en italienUne collection Haïti, qui comprend des livres en français écrits par des auteurs haïtiens ou portant sur Haïti Une collection Nouveaux arrivants, qui comprend des livres favorisant l’accueil et l’intégration des nouveaux arrivants du quartierDes matinées multisensorielles, qui mettent à la disposition des enfants à besoins particuliers et leurs familles une salle multisensorielle adaptée grâce à une réduction des stimulis. En collaboration avec la Maison de la culture de RDPEspace RivièrePrévu sur le site de l’actuelle bibliothèque de Rivière-des-Prairies à l’angle des boulevards Rodolphe-Forget et Perras, au sein du pôle René-Masson, le projet Espace Rivière consiste en la réalisation d’un lieu unique à Montréal qui regroupera la bibliothèque de Rivière-des-Prairies complètement rénovée et agrandie, une nouvelle maison de la culture, des espaces communautaires et de loisir, et le bureau Accès Montréal de Rivière-des-Prairies. Boîte Bienvenue bébéVous venez d’accueillir un bébé en 2024? Obtenez gratuitement une boîte Bienvenue bébé qui contient des objets utiles pour les enfants âgés de 0 à 12 mois vivant à Montréal depuis leur naissance, leur adoption ou étant nouvellement arrivés. Pour obtenir votre boîte, rendez-vous dans l’une des 45 bibliothèques de Montréal.",2019-08-21,2024-01-11,Rivière-des-Prairies–Pointe-aux-Trembles,Culturels et communautaires,Bibliothèque,,"Air climatisé,Fontaine d'eau potable,Stationnement gratuit,Table à langer,Toilettes,Wi-Fi gratuit",,Culture et sports,Ouvert," Horaire [Lundi, ouverture:12:00, fermeture:17:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]",,"Pour une ambiance accueillante et par respect pour les employé(e)s et les usager(ère)s de la bibliothèque, merci de prendre note des quelques règlements suivants. Respect et confortJe parle à voix basse;J’utilise un langage respectueux en tout temps;Je ne fréquente pas la bibliothèque avec les facultés affaiblies par l’alcool ou la drogue.Lieux, matériel et équipementsJe prends soin des documents que je consulte ou que j’emprunte;Je n’abîme pas le mobilier ou l’équipement.Environnement sécuritaireJe marche dans la bibliothèque;Je respecte les directives du personnel;Je reste avec mon enfant de moins de 8 ans à la bibliothèque, sinon il doit être accompagné d’une personne responsable âgée d’au moins 11 ans;Je surveille mes effets personnels.Pour les règlements complets et la tarification, renseignez-vous auprès de l’équipe de la bibliothèque.","Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148729425,biblio_rp@montreal.ca,Bibliothèque de Rivière-des-Prairies,"9001, boulevard Perras",,H1E3J7,Montréal,-73.578922,45.650106,298648.6,5056693.3
55,Bibliothèque Serge-Bouchard,https://montreal.ca/lieux/bibliotheque-serge-bouchard,"Que ce soit pour bouquiner, participer à une activité ou obtenir de l’aide dans vos recherches, le personnel de la bibliothèque est là pour vous aider!En mars 2023, la bibliothèque de Pointe-aux-Trembles change de nom en l’honneur de l’illustre anthropologue et fier Pointelier Serge Bouchard, décédé en mai 2021.Les deux bibliothèques de Rivière-des-Prairies–Pointe-aux-Trembles font partie du vaste réseau des bibliothèques de Montréal auxquelles les abonné(e)s ont accès! Vous pourrez ainsi profiter des avantages d’avoir une collection commune, des activités de proximité, et bien plus encore!Catalogue NelliganLe catalogue Nelligan répertorie tous les documents et ressources des bibliothèques. On peut y avoir accès à partir d’un poste informatique installé en bibliothèque, d’un ordinateur personnel, d’une tablette ou d’un téléphone intelligent.Suggestion d’achat. Vous aimeriez que la bibliothèque fasse l’acquisition d’un document ? Remplissez le formulaire disponible sur le catalogue Nelligan pour compléter votre demande.Suggestion de lecture. En panne de lecture ? Le catalogue Nelligan vous propose des suggestions de lecture thématiques, pour les petits et les grands!Ressources en ligneL’offre numérique des bibliothèques est riche, facilement accessible et gratuite. Livres, journaux du monde entier et cours en ligne : il existe des centaines d’options dans plusieurs langues!Découvrez la bibliothèque numérique.Vous avez besoin d’informations sur le fonctionnement du prêt de livres numériques et audio? Votre liseuse fait des siennes? L’équipe de la bibliothèque est disponible pour vous aider à installer, configurer et emprunter des livres numériques et audio, que ce soit sur le web, une tablette ou une liseuse.Il suffit de nous appeler au 514 872-6987 pour de l’aide à distance ou de passer nous voir en bibliothèque. Au besoin, un rendez-vous avec une ou un bibliothécaire ou employé de la bibliothèque pourra être pris pour répondre à toutes vos questions.Services et prêts courantsUn service d’aide aux lecteurs et lectrices pour vous aider dans vos recherches d’informationLe prêt de livres, de films, de jeux de société, de jeux vidéos et de revuesL’accès à des postes informatiquesL’accès à un numériseur, photocopieur et imprimante (noir et blanc; 0,10 $ la copie) Le programme Une naissance, un livre Le Club de lecture d’été TD, qui permet aux enfants de 0 à 13 ans de développer leurs compétences de lecture pendant la période estivale. Plus de détails en bibliothèque! Un coin des tout-petits et une aire de jeux pour les enfantsDes espaces de lecture et de travailUn WiFi gratuitL’accueil des classes scolaires et des garderies, incluant au besoin une visite guidée de la bibliothèqueDes vélos-pupitres pour aider les enfants à mieux se concentrer pendant la lectureLe prêt à domicileLe prêt entre bibliothèquesServices et prêts spéciaux à découvrirLe prêt de semences grâce à notre jardinothèque Le prêt d’instruments de musiqueLe prêt de laissez-passer pour des musées montréalais Le prêt de lecteur MP3, qui contiennent divers balados pour les enfants et les adultesLe prêt de trousses thématiques pour les enfantsLe prêt de trousses thématiques pour les adultesLe prêt de matériel spécialisé pour les enfants à besoins particuliers, tel que des casques anti-bruit, des coussins ergonomiques, et des peluches lourdes ManimoLe prêt de lots de livres, sur une thématique ou pour un groupe d’âge, pouvant être empruntée par le personnel enseignant, les éducatrices à l’enfance et des personnes représentantes d’organismesUne collection multilingue pour les enfants et les adultes, qui comprend des livres en espagnol et en arabeDes suggestions littéraires et culturelles de membres du personnel, rafraîchies tous les deux mois, facilement reconnaissables par des pastilles personnaliséesL’Artère fabricathèqueLa fabricathèque L’Artère est un espace offrant des activités multidisciplinaires organisées et axées autour de trois pôles : la technologie et le prototypage, la réparation et l’éco-durabilité ainsi que la ruche d’art. L’Artère vous offre un accès libre-service à diverses technologies et outils, dont des machines à commande numérique, du matériel d’artisanat et du matériel audiovisuel.Boîte Bienvenue bébéVous venez d’accueillir un bébé en 2024? Obtenez gratuitement une boîte Bienvenue bébé qui contient des objets utiles pour les enfants âgés de 0 à 12 mois vivant à Montréal depuis leur naissance, leur adoption ou étant nouvellement arrivés. Pour obtenir votre boîte, rendez-vous dans l’une des 45 bibliothèques de Montréal.",2019-08-21,2024-01-11,Rivière-des-Prairies–Pointe-aux-Trembles,Culturels et communautaires,Bibliothèque,,"Air climatisé,Borne de recharge voiture,Borne de réparation de vélo,Fontaine d'eau potable,Stationnement gratuit,Table à langer,Toilettes,Wi-Fi gratuit",,Culture et sports,Ouvert," Horaire [Lundi, ouverture:12:00, fermeture:17:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]",,"Pour une ambiance accueillante et par respect pour les employé(e)s et les usager(ère)s de la bibliothèque, merci de prendre note des quelques règlements suivants. Respect et confortJe parle à voix basse;J’utilise un langage respectueux en tout temps;Je ne fréquente pas la bibliothèque avec les facultés affaiblies par l’alcool ou la drogue. Lieux, matériel et équipementsJe prends soin des documents que je consulte ou que j’emprunte;Je n’abîme pas le mobilier ou l’équipement. Environnement sécuritaireJe marche dans la bibliothèque;Je respecte les directives du personnel;Je reste avec mon enfant de moins de 8 ans à la bibliothèque, sinon il doit être accompagné d’une personne responsable âgée d’au moins 11 ans;Je surveille mes effets personnels.Pour les règlements complets et la tarification, renseignez-vous auprès de l’équipe de la bibliothèque.","Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148726987,biblio_pt@montreal.ca,Bibliothèque Serge-Bouchard,"14001, rue Notre-Dame Est",,H1A1T9,Montréal,-73.494899,45.667876,305197.5,5058665.1
56,Bibliothèque de Parc-Extension,https://montreal.ca/lieux/bibliotheque-de-parc-extension,"Les gens y viennent pour lire, s’informer, emprunter un guide d’apprentissage du français, naviguer sur Internet ou assister aux activités organisées pour eux. Les jeunes sont invités à des heures du conte, des ateliers, des spectacles et des rencontres de toutes sortes. Certains adultes profitent même de leur visite pour pratiquer leur français en assistant à un atelier de conversation animé par un membre du personnel.Collection de livres multilinguesSaviez-vous que la bibliothèque possède environ 7600 livres dans d’autres langues que le français ou l’anglais? Des livres en hindi, ourdou, bengali, gujarati, pendjabi, tamoul, grec, italien et espagnol vous attendent à la bibliothèque de Parc-Extension. Profitez de votre prochaine visite pour feuilleter et emprunter ces livres qui nous viennent de partout dans le monde.",2019-08-21,2024-01-04,Villeray–Saint-Michel–Parc-Extension,Culturels et communautaires,Bibliothèque,,Produits menstruels gratuits,,Culture et sports,Ouvert," Heures d'ouverture [Lundi, ouverture:12:00, fermeture:18:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:12:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:11:00, fermeture:17:00]",,,,numéro: 5148726071,,Bibliothèque de Parc-Extension,"421, rue Saint-Roch",,H3N1K2,Montréal,-73.628862352985,45.531362873243,294735.0,5043502.1
57,Bibliothèque de Notre-Dame-de-Grâce,https://montreal.ca/lieux/bibliotheque-de-notre-dame-de-grace,"La bibliothèque de Notre-Dame-de-Grâce est officiellement ouverte, après avoir subi des travaux d’améliorations.Elle abrite aussi la maison de la culture de Notre-Dame-de-Grâce.Réservez un document | Bibliothèques de Montréal",2019-08-21,2023-12-20,Côte-des-Neiges–Notre-Dame-de-Grâce,Culturels et communautaires,Bibliothèque,,"Dépôt de piles ou cellulaires,Fontaine d'eau potable,Table à langer,Toilettes","Adapté aux poussettes,Ascenseur,Rampe d'accès",Culture et sports,Ouvert," Horaire des fêtes [Mercredi, ouverture:12:00, fermeture:17:00,Jeudi, ouverture:10:00, fermeture:17:00,Vendredi, ouverture:10:00, fermeture:17:00,Samedi, ouverture:10:00, fermeture:17:00]","Fermé les jours fériés suivants : 4 sept. | 9 oct.| Du 24 déc. au 26 déc.| Du 31 déc. au 2 janv. | 29 mars | 1 avril | 20 mai | 24 juin | 1er juill.,Fermé les jours fériés suivants :  Du 24 déc. au 26 déc.| Du 31 déc. au 2 janv. |,Fermé les jours fériés suivants :  Du 24 déc. au 26 déc.| Du 31 déc. au 2 janv. |",,Argent comptant,numéro: 5148722398,,Bibliothèque de Notre-Dame-de-Grâce,"3755, rue Botrel",,H4A3G8,Montréal,-73.61437,45.475571,295858.1,5037300.2
58,Bibliothèque de La Petite-Patrie,https://montreal.ca/lieux/bibliotheque-de-la-petite-patrie,"Inscription aux activités Il est possible de vous inscrire aux différentes activités offertes par la bibliothèque en consultant le calendrier. Carte Accès MontréalVeuillez noter qu’il est actuellement impossible d’obtenir ou de renouveler une carte Accès Montréal dans les bibliothèques. Pour en savoir plus, cliquez ici.EspaceLa Maison de la culture de Rosemont–La Petite-Patrie se trouve au rez-de-chaussée de l’édifice.La section jeunesse de la bibliothèque occupe le premier étage et la section des adultes se situe au deuxième étage. Vous pouvez utiliser l’escalier central ou l’ascenseur pour vous déplacer entre les différentes sections.Sur le mur de la cage d’escalier reliant la section jeunesse à la section adultes, vous pouvez admirer une murale complétée en décembre 2022 par l’artiste local Thaïla Khampo. Informations Les adultes peuvent réserver des postes informatiques par téléphone (514 872-1733) ou en personne. Une imprimante et une photocopieuse en noir et blanc sont accessibles moyennant des frais de 0,10 $ par copie. La numérisation sur clé USB est gratuite.Des tables pour le travail individuel et des espaces de détente sont disponibles en accès libre.Le Wi-Fi est lui aussi offert gratuitement. Les documents de la collection sont principalement en français et comportent des livres en petits et gros caractères, des livres audio, des films, des disques, des jeux de société et des jeux vidéo. Particularités Un piano numérique est accessible en tout temps à l’étage des adultes. Une Grainothèque est aussi à votre disposition : il s’agit d’un lieu d’échanges où il est possible de déposer et de prendre des semences de fleurs, de fruits, de fines herbes et de légumes.La bibliothèque de La Petite-Patrie est aussi la seule à offrir le Prêt d’équipement de mise en conserve pour vous initier à la conservation des aliments en pot.Vos bibliothèques de quartier en imagesSavez-vous que l’arrondissement compte trois bibliothèques? Elles vous offrent des espaces de vie bouillonnants pour apprendre, découvrir, faire des rencontres et bien plus encore.Visionnez la vidéo",2019-08-21,2024-01-09,Rosemont–La Petite-Patrie,Culturels et communautaires,Bibliothèque,,"Air climatisé,Fontaine d'eau potable,Support à vélo,Toilettes,Wi-Fi gratuit","Ascenseur,Places de stationnement réservées (vignette),Rampe d'accès",Culture et sports,Ouvert," Horaire régulier [Lundi, ouverture:10:00, fermeture:18:00,Mardi, ouverture:10:00, fermeture:18:00,Mercredi, ouverture:13:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]",,,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148721733,bibliotheque.petite-patrie@montreal.ca,Bibliothèque de La Petite-Patrie,"6707, avenue De Lorimier",,H2G2P8,Montréal,-73.598139,45.54742,297136.9,5045283.2
59,Bibliothèque Benny,https://montreal.ca/lieux/bibliotheque-benny,"Elle bénéficie d’aménagements dernier cri donnant accès en libre-service à des centaines de jeux vidéo, films, journaux, bandes dessinées, de même qu’à une importante collection de livres numériques, de CD et de DVD. On y trouve aussi une FABricathèque (le Fab Lab).",2019-08-21,2024-01-19,Côte-des-Neiges–Notre-Dame-de-Grâce,Culturels et communautaires,Bibliothèque,,"Air climatisé,Fontaine d'eau potable,Machine distributrice,Salle d'allaitement,Stationnement gratuit,Support à vélo,Table à langer,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Ascenseur,Entrée de plain-pied,Stationnement accessible,Zone de débarcadère",Culture et sports,Ouvert," Horaire des fêtes [Mercredi, ouverture:12:00, fermeture:17:00,Jeudi, ouverture:10:00, fermeture:17:00,Vendredi, ouverture:10:00, fermeture:17:00,Samedi, ouverture:10:00, fermeture:17:00]","Fermé les jours fériés suivants : 4 sept. | 9 oct.| Du 24 déc. au 26 déc.| Du 31 déc. au 2 janv. | 31 mars | 1 avril | 20 mai | 24 juin | 1er juill.,Fermé les jours fériés suivants :  Du 24 déc. au 26 déc.| Du 31 déc. au 2 janv. |,Fermé les jours fériés suivants :  Du 24 déc. au 26 déc.| Du 31 déc. au 2 janv. |",,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148724147,,Bibliothèque Benny,"6400, avenue de Monkland",,H4B1H3,Montréal,-73.630973995251,45.466297169481,294558.2,5036271.6
60,Bibliothèque Hochelaga,https://montreal.ca/lieux/bibliotheque-hochelaga,"Inaugurée en 1962, la bibliothèque Hochelaga est spécialisée en littérature jeunesse (0 à 12 ans). Venez découvrir notre importante collection de livres!Pour connaître l’ensemble des services des bibliothèques de Montréal, c’est par ici.À découvrirProgrammation hiver-printemps 2024Programme d’éveil à la lecture Une naissance, un livrePlan directeur culturel de MHMBibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux… Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfants, pour adultes, par thématique, il y en a pour tous les goûts 7 jours sur 7, 24 heures sur 24. En savoir plus",2019-08-20,2024-01-30,Mercier–Hochelaga-Maisonneuve,Culturels et communautaires,Bibliothèque,,"Air climatisé,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Stationnement accessible,Toilettes accessibles",Culture et sports,Ouvert," Horaire [Lundi, ouverture:10:00, fermeture:18:00,Mardi, ouverture:13:00, fermeture:18:00,Mercredi, ouverture:13:00, fermeture:18:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:16:00,Dimanche, ouverture:10:00, fermeture:16:00]",,,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148723666,,Bibliothèque Hochelaga,"1870, rue Davidson",,H1W2Y6,Montréal,-73.544566,45.542153,301319.8,5044694.1
61,Bibliothèque Marie-Uguay,https://montreal.ca/lieux/bibliotheque-marie-uguay,"De nouveau en ouverture partielle, horaire régulier, au rez-de-chaussée (ancienne section adultes) à partir du 8 février. Le point de service est disponible avec services réduits (pas de postes informatiques, ni d’impression possible). Le point de service comprend des places assises, du wifi, les réservations et une sélection de livres disponibles pour le prêt.Durant les travaux, la bibliothèque reste ouverte, avec les ajustements suivants : Dès le 21 août : point de service au 3e étage dans les locaux de la maison de la culture Du 5 septembre jusqu’à février-mars 2024  : les services pour les adultes et les jeunes seront offerts à l’étage jeunesse (2e étage)Au printemps 2024 : service temporaire dans les locaux de la maison de la culture (3e étage)2024 : les services pour les adultes et les jeunes seront offerts au rez-de-chaussée Ce projet est réalisé dans le cadre de l’Entente sur le développement culturel entre la Ville de Montréal et le gouvernement du Québec.Pour de plus amples informations, nous vous invitons à vous adresser à l’équipe de la bibliothèque Marie-Uguay : marie-uguay@montreal.ca Nommée en hommage à la poétesse du quartier, la bibliothèque Marie-Uguay dessert le plus important bassin de population du Sud-Ouest, soit les quartiers Émard et Saint-Paul. Dans l’optique de perpétuer l’œuvre de Marie Uguay, cette bibliothèque possède une collection destinée à la poésie québécoise.La bibliothèque dispose d’une salle de réunion pour les adultes, une salle d’animation pour les enfants, un horaire étendu de 7 jours sur 7, ainsi que 11 postes informatiques et plusieurs tables de travail.Accessibilité universelleLa bibliothèque Marie-Uguay est la première du réseau des bibliothèques de la Ville de Montréal à disposer d’un poste de travail adapté aux besoins de la clientèle en situation de handicap.Le poste de travail adapté comprend les équipements suivants :Table ajustable en hauteurCasque d’écouteClavier écrit en gros caractères noir sur fond jaune (pour les personnes malvoyantes)Souris ergonomiquePoste équipé d’un logiciel de reconnaissance vocale (logiciel Dragon)Poste équipé d’un logiciel de lecteur d’écran (logiciel NVDA)CollectionsCollection Marie-Uguay destinée à la poésie québécoiseCollection en langue espagnole pour adultes et pour enfantsPrêt de jeux de société pour adultes et enfantsPrêt d’équipement hivernalPrêt de trousses sensoriellesPrêt de jeux vidéoPrêt de CD de musiquePrêt de DVD et Blu-RayLivres audioLivres audio en format mp3Livres en gros caractèresBibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux… Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfant, pour adulte, par thématique, il y en aura pour tous les goûts 7 jours sur 7, 24 heures sur 24! En savoir plusSuivez nous sur Facebook et Instagram ServicesPrêt d’équipement de plein airPrêt de capteur de dioxyde de carbone  À ne pas manquer (Activités) Découvrez nos activités et événements plus bas et dans la programmation.",2019-08-20,2024-01-30,Le Sud-Ouest,Culturels et communautaires,Bibliothèque,,,,Culture et sports,Ouvert," Horaire [Lundi, ouverture:10:00, fermeture:18:00,Mardi, ouverture:13:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","La bibliothèque sera fermée les jours fériés suivants : 31 mars, 1er avril, 20 mai, 24 juin, 1er juillet, 2 septembre, 14 octobre, du 24 au 26 décembre et du 31 décembre au 2 janvier 2025.",,,numéro: 5148724097,,Bibliothèque Marie-Uguay,"6052, boulevard Monk",,H4E3H6,Montréal,-73.595415893255,45.457704967069,297337.6,5035312.8
